company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
UserZoom,userzoom.com,San Jose,CA,United States,456,http://www.linkedin.com/company/userzoom,2007,Tech Services,827,832,88207850,12,"SaaS,Analytics,Developer Tools,Enterprise Software,Human Resources Hr,Marketing,Marketing Analytics",,,B2B,,$136.4M,https://www.growjo.com/company/UserZoom,https://www.indeed.com/jobs?q=company%3A(UserZoom),7%,For Contact Direct Phone Numbers and Emails see Lead411
Capital On Tap,capitalontap.com,London,,UK,447,http://www.linkedin.com/company/capital-on-tap,2012,Fintech,828,833,77431900,7,,,,,,$1.1B,https://www.growjo.com/company/Capital_On_Tap,https://www.indeed.com/jobs?q=company%3A(Capital On Tap),206%,For Contact Direct Phone Numbers and Emails see Lead411
Choreo,choreoadvisors.com,Chicago,IL,United States,157,http://www.linkedin.com/company/choreo-advisors,,Finance,829,834,43428000,1,,,,,,,https://www.growjo.com/company/Choreo,https://www.indeed.com/jobs?q=company%3A(Choreo),336%,For Contact Direct Phone Numbers and Emails see Lead411
Measurabl,measurabl.com,San Diego,CA,United States,268,http://www.linkedin.com/company/measurabl,2013,DevOps,830,835,42290500,3,"saas, Analytics,Cleantech,Finance,Human Resources Hr,Information Security,Security","Sway Ventures,, Constellation Technology Ventures",,B2B,,$79.6M,https://www.growjo.com/company/Measurabl,https://www.indeed.com/jobs?q=company%3A(Measurabl),93%,For Contact Direct Phone Numbers and Emails see Lead411
Diligent Robotics,diligentrobots.com,Austin,TX,United States,169,http://www.linkedin.com/company/diligent-robotics,,Digital Health,831,836,26638500,3,"Healthcare, Robotics, Artificial Intelligence",,,,,$15.9M,https://www.growjo.com/company/Diligent_Robotics,https://www.indeed.com/jobs?q=company%3A(Diligent Robotics),92%,For Contact Direct Phone Numbers and Emails see Lead411
Gecko Robotics,geckorobotics.com,Pittsburgh,PA,United States,211,http://www.linkedin.com/company/gecko-robotics-llc,2013,Industrial,832,837,84243450,14,"Energy Efficiency, Robotics, Industrial Automation, Engineering Firms, Artificial Intelligence / Machine Learning","Founders Fund, The Westly Group",Y Combinator,,,$49M,https://www.growjo.com/company/Gecko_Robotics,https://www.indeed.com/jobs?q=company%3A(Gecko Robotics),30%,For Contact Direct Phone Numbers and Emails see Lead411
Hummingbird,hummingbird.co,San Francisco,CA,United States,100,http://www.linkedin.com/company/hummingbird-regtech,2016,Fintech,833,838,13650000,1,saas,,,,,$41.2M,https://www.growjo.com/company/Hummingbird,https://www.indeed.com/jobs?q=company%3A(Hummingbird),92%,For Contact Direct Phone Numbers and Emails see Lead411
Martı,marti.tech,Ä°stanbul,,Turkey,362,http://www.linkedin.com/company/marti-technologies,2018,Tech Services,834,839,68150000,1,,,,,,,https://www.growjo.com/company/Martı,https://www.indeed.com/jobs?q=company%3A(Martı),347%,For Contact Direct Phone Numbers and Emails see Lead411
Lemonade Finance,lemonade.finance,Milton,ON,CAN,69,http://www.linkedin.com/company/lemonade-finance,2020,Finance,835,840,17430000,1,,,,,,,https://www.growjo.com/company/Lemonade_Finance,https://www.indeed.com/jobs?q=company%3A(Lemonade Finance),263%,For Contact Direct Phone Numbers and Emails see Lead411
DataGrail,datagrail.io,San Francisco,CA,United States,125,http://www.linkedin.com/company/datagrail,2018,Salestech,836,841,18340000,1,saas,,,,,$39.2M,https://www.growjo.com/company/DataGrail,https://www.indeed.com/jobs?q=company%3A(DataGrail),92%,For Contact Direct Phone Numbers and Emails see Lead411
Realty Income Corp,realtyincome.com,San Diego,CA,United States,504,http://www.linkedin.com/company/realty-income-corporation,1969,Real Estate,837,842,1820000000,1,,,,,40452000000,$6.3B,https://www.growjo.com/company/Realty_Income_Corp,https://www.indeed.com/jobs?q=company%3A(Realty Income Corp),3%,For Contact Direct Phone Numbers and Emails see Lead411
Genial Care,genialcare.com.br,Sao Paulo,,Brazil,139,http://www.linkedin.com/company/genialcare,2020,Health,838,844,24948000,1,,,,,,,https://www.growjo.com/company/Genial_Care,https://www.indeed.com/jobs?q=company%3A(Genial Care),334%,For Contact Direct Phone Numbers and Emails see Lead411
Fictiv,fictiv.com,San Francisco,CA,United States,258,http://www.linkedin.com/company/fictiv,2013,3D,839,845,49525250,5,E-Commerce,G2VP,,B2B,,$92.6M,https://www.growjo.com/company/Fictiv,https://www.indeed.com/jobs?q=company%3A(Fictiv),33%,For Contact Direct Phone Numbers and Emails see Lead411
Resource Label Group,resourcelabel.com,Franklin,TN,United States,266,http://www.linkedin.com/company/resource-label-group-llc,1991,Printing,840,846,300000000,1,,,,,,$159M,https://www.growjo.com/company/Resource_Label_Group,https://www.indeed.com/jobs?q=company%3A(Resource Label Group),5%,For Contact Direct Phone Numbers and Emails see Lead411
Seeq Corporation,seeq.com,Seattle,WA,United States,210,http://www.linkedin.com/company/seeqcorporation,2013,Analytics,841,847,33260500,1,saas,Altira Group,,,,$115.2M,https://www.growjo.com/company/Seeq_Corporation,https://www.indeed.com/jobs?q=company%3A(Seeq Corporation),5%,For Contact Direct Phone Numbers and Emails see Lead411
National Retail Properties,nnnreit.com,Orlando,FL,United States,156,http://www.linkedin.com/company/national-retail-properties-inc-,1984,Real Estate,842,848,702430000,1,,,,,8226000000,$650.1M,https://www.growjo.com/company/National_Retail_Properties,https://www.indeed.com/jobs?q=company%3A(National Retail Properties),5%,For Contact Direct Phone Numbers and Emails see Lead411
Mission Lane,missionlane.com,San Francisco,CA,United States,511,http://www.linkedin.com/company/missionlane,2018,Fintech,843,849,88658700,31,"Financial Services, Finance, Credit",,,,,$650M,https://www.growjo.com/company/Mission_Lane,https://www.indeed.com/jobs?q=company%3A(Mission Lane),44%,For Contact Direct Phone Numbers and Emails see Lead411
GOQii,goqii.com,California ,CA,United States,286,http://www.linkedin.com/company/goqii,2014,Digital Health,844,850,45150000,1,"Fitness, Consumer Electronics, Personal Health, Lifestyle",,,,,$102.6M,https://www.growjo.com/company/GOQii,https://www.indeed.com/jobs?q=company%3A(GOQii),5%,For Contact Direct Phone Numbers and Emails see Lead411
Everlaw,everlaw.com,Oakland,CA,United States,529,http://www.linkedin.com/company/everlaw,2010,Legaltech,845,851,98679000,16,saas,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",,,2000000000,$298.6M,https://www.growjo.com/company/Everlaw,https://www.indeed.com/jobs?q=company%3A(Everlaw),72%,For Contact Direct Phone Numbers and Emails see Lead411
Halo Investing,haloinvesting.com,Chicago,IL,United States,146,http://www.linkedin.com/company/halo-investing-inc,2015,Investments,846,852,37335825,1,"Trading, Payment Systems, Fin Tech",,,,,$115.1M,https://www.growjo.com/company/Halo_Investing,https://www.indeed.com/jobs?q=company%3A(Halo Investing),19%,For Contact Direct Phone Numbers and Emails see Lead411
LendingUSA,lendingusa.com,Sherman Oaks,CA,United States,81,http://www.linkedin.com/company/lendingusa,2015,Finance,847,853,17850000,1,,,,,,$760M,https://www.growjo.com/company/LendingUSA,https://www.indeed.com/jobs?q=company%3A(LendingUSA),4%,For Contact Direct Phone Numbers and Emails see Lead411
Cala Health,calahealth.com,Burlingame,CA,United States,133,http://www.linkedin.com/company/cala-health-inc,,Medical Equip,848,854,50827500,1,"Biotechnology,Healthcare,Pharmaceuticals",,,B2B,,$148.3M,https://www.growjo.com/company/Cala_Health,https://www.indeed.com/jobs?q=company%3A(Cala Health),118%,For Contact Direct Phone Numbers and Emails see Lead411
Chooch AI,chooch.ai,San Mateo,CA,United States,70,http://www.linkedin.com/company/chooch-ai,,AI,849,855,9013200,1,,,,,,$25.8M,https://www.growjo.com/company/Chooch_AI,https://www.indeed.com/jobs?q=company%3A(Chooch AI),3%,For Contact Direct Phone Numbers and Emails see Lead411
Venture Global,venturegloballng.com,Arlington,VA,United States,534,http://www.linkedin.com/company/venture-global-lng-inc.,,Energy/Oil,850,856,217805000,39,"Energy, Oil and Gas",,,,,$3.9B,https://www.growjo.com/company/Venture_Global,https://www.indeed.com/jobs?q=company%3A(Venture Global),28%,For Contact Direct Phone Numbers and Emails see Lead411
Flip.ro,flip.ro,Sectorul 1,,Romania,69,http://www.linkedin.com/company/flipro,,AI,851,857,9324000,1,,,,,,,https://www.growjo.com/company/Flip.ro,https://www.indeed.com/jobs?q=company%3A(Flip.ro),331%,For Contact Direct Phone Numbers and Emails see Lead411
PayCargo,paycargo.com,Miami,FL,United States,100,http://www.linkedin.com/company/paycargo,2007,Fintech,852,858,13650000,1,,,,,,$160M,https://www.growjo.com/company/PayCargo,https://www.indeed.com/jobs?q=company%3A(PayCargo),32%,For Contact Direct Phone Numbers and Emails see Lead411
New York State Insurance Fund,nysif.com,New York,NY,United States,758,http://www.linkedin.com/company/new-york-state-insurance-fund-nysif,,Insurance,853,859,284900000,1,,,,,,,https://www.growjo.com/company/New_York_State_Insurance_Fund,https://www.indeed.com/jobs?q=company%3A(New York State Insurance Fund),419%,For Contact Direct Phone Numbers and Emails see Lead411
Aspiration.com,aspiration.com,Marina Del Rey,CA,United States,425,http://www.linkedin.com/company/aspiration-investments,,Fintech,854,860,73634600,18,"Banking,Finance,Investment Services,Payments",Renren,,B2B,,$250M,https://www.growjo.com/company/Aspiration.com,https://www.indeed.com/jobs?q=company%3A(Aspiration.com),30%,For Contact Direct Phone Numbers and Emails see Lead411
8minute Solar Energy,8minute.com,Los Angeles,CA,United States,201,http://www.linkedin.com/company/8minute,2009,Environmental,855,861,47633250,1,"Solar, Residential Solar, Commercial Solar",,,,,$855M,https://www.growjo.com/company/8minute_Solar_Energy,https://www.indeed.com/jobs?q=company%3A(8minute Solar Energy),18%,For Contact Direct Phone Numbers and Emails see Lead411
West Shore Home,westshorehome.com,Mechanicsburg,PA,United States,791,http://www.linkedin.com/company/westshorehome,2006,Construction,856,862,491260000,146,,,,,,,https://www.growjo.com/company/West_Shore_Home,https://www.indeed.com/jobs?q=company%3A(West Shore Home),32%,For Contact Direct Phone Numbers and Emails see Lead411
HoneyBook,honeybook.com,San Francisco,CA,United States,236,http://www.linkedin.com/company/honeybook,2013,CRM,857,863,24360000,1,saas,,,,1100000000,$498M,https://www.growjo.com/company/HoneyBook,https://www.indeed.com/jobs?q=company%3A(HoneyBook),31%,For Contact Direct Phone Numbers and Emails see Lead411
RED 6,red6ar.com,Orlando,FL,United States,72,http://www.linkedin.com/company/red6,,Defense,858,864,24948000,1,,,,,,,https://www.growjo.com/company/RED_6,https://www.indeed.com/jobs?q=company%3A(RED 6),44%,For Contact Direct Phone Numbers and Emails see Lead411
Quick Quack Car Wash,dontdrivedirty.com,Roseville,CA,United States,614,http://www.linkedin.com/company/quick-quack-car-wash,,Retail,859,865,245977200,1,,,,,,,https://www.growjo.com/company/Quick_Quack_Car_Wash,https://www.indeed.com/jobs?q=company%3A(Quick Quack Car Wash),20%,For Contact Direct Phone Numbers and Emails see Lead411
Life House,lifehousehotels.com,New York,NY,United States,233,http://www.linkedin.com/company/life-house-hotels,2017,Hospitality,860,866,66897250,22,"Online Travel, Hospitality, Hotels, Technology, Travel, Travel & Tourism",,,,,$1.1B,https://www.growjo.com/company/Life_House,https://www.indeed.com/jobs?q=company%3A(Life House),165%,For Contact Direct Phone Numbers and Emails see Lead411
Dierbergs Markets,dierbergs.com,Chesterfield,MO,United States,992,http://www.linkedin.com/company/dierbergs-markets,1854,Retail,861,867,397250000,1,,,,,,,https://www.growjo.com/company/Dierbergs_Markets,https://www.indeed.com/jobs?q=company%3A(Dierbergs Markets),3%,For Contact Direct Phone Numbers and Emails see Lead411
The BDL Group PLC,bdl-group.co.uk,Uxbridge,,UK,619,http://www.linkedin.com/company/the-bdl-group-plc,,Construction,862,868,384482000,1,,,,,,,https://www.growjo.com/company/The_BDL_Group_PLC,https://www.indeed.com/jobs?q=company%3A(The BDL Group PLC),391%,For Contact Direct Phone Numbers and Emails see Lead411
ZUM,ridezum.com,Redwood City,CA,United States,160,http://www.linkedin.com/company/ridezum,,Tech Services,863,869,26187000,11,"Mobile, Mobile Commerce, Families, Parenting, Transportation, Underserved Children, Child Care, Ride Sharing",BMW i Ventures,,,130000000,$208M,https://www.growjo.com/company/ZUM,https://www.indeed.com/jobs?q=company%3A(ZUM),24%,For Contact Direct Phone Numbers and Emails see Lead411
Recuro Health,recurohealth.com,Coppell,TX,USA,73,http://www.linkedin.com/company/recuro-health,,Digital Health,864,870,11200000,1,,,,,,,https://www.growjo.com/company/Recuro_Health,https://www.indeed.com/jobs?q=company%3A(Recuro Health),143%,For Contact Direct Phone Numbers and Emails see Lead411
Paxos,paxos.com,New York,NY,United States,351,http://www.linkedin.com/company/paxos,2013,Fintech,865,871,81064100,2,"Financial Services, Blockchains, Financial Technology, Blockchain / Cryptocurrency","Liberty City Ventures, RRE Ventures",,,2400000000,$538.5M,https://www.growjo.com/company/Paxos,https://www.indeed.com/jobs?q=company%3A(Paxos),41%,For Contact Direct Phone Numbers and Emails see Lead411
The Cook and Boardman Group,cookandboardman.com,Winston-Salem,NC,United States,655,http://www.linkedin.com/company/cookandboardman,,Construction,866,872,406812000,1,,,,,,,https://www.growjo.com/company/The_Cook_and_Boardman_Group,https://www.indeed.com/jobs?q=company%3A(The Cook and Boardman Group),5%,For Contact Direct Phone Numbers and Emails see Lead411
GlossGenius,glossgenius.com,New York,NY,United States,136,http://www.linkedin.com/company/glossgenius,,Tech Services,867,873,22489500,1,,,,,,,https://www.growjo.com/company/GlossGenius,https://www.indeed.com/jobs?q=company%3A(GlossGenius),258%,For Contact Direct Phone Numbers and Emails see Lead411
SamCart,samcart.com,Austin,TX,United States,131,http://www.linkedin.com/company/samcart-llc,2014,eCommerceTech,868,874,19320000,1,"E-Commerce, E-Commerce Platforms, Ecommerce",,,,,$13M,https://www.growjo.com/company/SamCart,https://www.indeed.com/jobs?q=company%3A(SamCart),58%,For Contact Direct Phone Numbers and Emails see Lead411
Singularity 6,singularity6.com,Los Angeles,CA,United States,169,http://www.linkedin.com/company/singularity6,2018,Gaming,869,875,38435550,1,Video Games,,,,,$49M,https://www.growjo.com/company/Singularity_6,https://www.indeed.com/jobs?q=company%3A(Singularity 6),86%,For Contact Direct Phone Numbers and Emails see Lead411
Clari,clari.com,Sunnyvale,CA,United States,789,http://www.linkedin.com/company/clari,2012,Salestech,870,876,165765600,106,"Analytics,Enterprise Software,Marketing,Marketing Analytics,Mobile saas","Sequoia Capital, Bain Capital Ventures, enaya Capital",,B2B,2600000000,$496M,https://www.growjo.com/company/Clari,https://www.indeed.com/jobs?q=company%3A(Clari),15%,For Contact Direct Phone Numbers and Emails see Lead411
CareStack,carestack.com,Orlando,FL,United States,483,http://www.linkedin.com/company/carestack,2012,Digital Health,871,877,90144600,1,"digital health, healthtech, saas",,,,,$74.1M,https://www.growjo.com/company/CareStack,https://www.indeed.com/jobs?q=company%3A(CareStack),26%,For Contact Direct Phone Numbers and Emails see Lead411
Matillion,matillion.com,Altrincham,,UK,658,http://www.linkedin.com/company/matillion-limited,2010,Analytics,872,878,122859800,1,"B2B, saas",,,B2B,1500000000,$310.3M,https://www.growjo.com/company/Matillion,https://www.indeed.com/jobs?q=company%3A(Matillion),47%,For Contact Direct Phone Numbers and Emails see Lead411
ezCater,ezcater.com,Boston,MA,United States,710,http://www.linkedin.com/company/ezcater,2007,eCommerceTech,873,879,149349200,7,"saas, Marketplace,Metamediary,On-Demand,Consumer Services,E-Commerce,Food & Beverages,Hospitality",Wellington Management Company,,B2B,1600000000,$420.8M,https://www.growjo.com/company/ezCater,https://www.indeed.com/jobs?q=company%3A(ezCater),43%,For Contact Direct Phone Numbers and Emails see Lead411
BlueNalu,bluenalu.com,San Diego,CA,United States,56,http://www.linkedin.com/company/bluenalu,2017,Food,874,880,13859100,2,,,,,,$84.8M,https://www.growjo.com/company/BlueNalu,https://www.indeed.com/jobs?q=company%3A(BlueNalu),17%,For Contact Direct Phone Numbers and Emails see Lead411
ViewRay,viewray.com,Oakwood Village,OH,United States,307,http://www.linkedin.com/company/view-ray-inc,2004,Medical Equip,875,881,167000000,6,"Biotechnology,Healthcare,Medical Devices,Pharmaceuticals","Morgan Stanley, Jefferies",,B2B,,$752.8M,https://www.growjo.com/company/ViewRay,https://www.indeed.com/jobs?q=company%3A(ViewRay),10%,For Contact Direct Phone Numbers and Emails see Lead411
Vymo,getvymo.com,New York,NY,United States,479,http://www.linkedin.com/company/vymo,2013,Salestech,876,882,89433400,5,saas,,,,,$44.9M,https://www.growjo.com/company/Vymo,https://www.indeed.com/jobs?q=company%3A(Vymo),25%,For Contact Direct Phone Numbers and Emails see Lead411
100 Thieves,100thieves.com,Los Angeles,CA,United States,183,http://www.linkedin.com/company/100thieves,2017,Entertainment,877,883,42312000,3,,,,,460000000,$120M,https://www.growjo.com/company/100_Thieves,https://www.indeed.com/jobs?q=company%3A(100 Thieves),41%,For Contact Direct Phone Numbers and Emails see Lead411
Vantage Data Centers,vantage-dc.com,Denver,CO,United States,849,https://www.linkedin.com/company/vantage-data-centers,2010,Tech Services,878,884,,,,,,,,,https://www.growjo.com/company/Vantage_Data_Centers,https://www.indeed.com/jobs?q=company%3A(Vantage Data Centers),60%,For Contact Direct Phone Numbers and Emails see Lead411
HistoSonics,histosonics.com,Ann Arbor,MI,United States,86,http://www.linkedin.com/company/histosonics-inc-,2009,Medical Equip,879,885,26355000,1,Biotechnology,,,,,$126.8M,https://www.growjo.com/company/HistoSonics,https://www.indeed.com/jobs?q=company%3A(HistoSonics),26%,For Contact Direct Phone Numbers and Emails see Lead411
Ready Set Food,readysetfood.com,Los Angeles,CA,United States,38,http://www.linkedin.com/company/ready-set-food,2017,BabyTech,880,886,5120000,1,,,,,,,https://www.growjo.com/company/Ready_Set_Food,https://www.indeed.com/jobs?q=company%3A(Ready Set Food),15%,For Contact Direct Phone Numbers and Emails see Lead411
Oval Money,ovalmoney.com,London,,UK,175,http://www.linkedin.com/company/ovalmoney,2016,Finance,881,887,48510000,1,,,,,,,https://www.growjo.com/company/Oval_Money,https://www.indeed.com/jobs?q=company%3A(Oval Money),327%,For Contact Direct Phone Numbers and Emails see Lead411
Exo,exo.inc,Santa Clara,CA,USA,187,http://www.linkedin.com/company/exo-imaging.com,2015,Medical Equip,882,888,71535000,15,,,,,,$307.6M,https://www.growjo.com/company/Exo,https://www.indeed.com/jobs?q=company%3A(Exo),20%,For Contact Direct Phone Numbers and Emails see Lead411
Crossbeam,crossbeam.com,Philadelphia,PA,United States,114,http://www.linkedin.com/company/getcrossbeam,2018,Tech Services,883,889,17400000,1,saas,,,,,$116.9M,https://www.growjo.com/company/Crossbeam,https://www.indeed.com/jobs?q=company%3A(Crossbeam),25%,For Contact Direct Phone Numbers and Emails see Lead411
Friday Health Plans,fridayhealthplans.com,Denver,CO,United States,224,http://www.linkedin.com/company/friday-health-plans,2015,Insurance,884,890,55577500,24,,,,,,$186.1M,https://www.growjo.com/company/Friday_Health_Plans,https://www.indeed.com/jobs?q=company%3A(Friday Health Plans),16%,For Contact Direct Phone Numbers and Emails see Lead411
Viridi Parente,greenmachineco.com,Buffalo,NY,USA,60,http://www.linkedin.com/company/viridi-parente-inc,2012,Energy,885,891,3500000,1,,,,,,$123.7M,https://www.growjo.com/company/Viridi_Parente,https://www.indeed.com/jobs?q=company%3A(Viridi Parente),253%,For Contact Direct Phone Numbers and Emails see Lead411
Motorway,motorway.co.uk,London,,UK,363,http://www.linkedin.com/company/motorway-online-ltd.,2016,Automotive,886,892,159677100,1,,"Marchmont Ventures, BMW i Ventures, Index Ventures",,,1000000000,$276.1M,https://www.growjo.com/company/Motorway,https://www.indeed.com/jobs?q=company%3A(Motorway),179%,For Contact Direct Phone Numbers and Emails see Lead411
Plenty,plenty.ag,South San Francisco,CA,United States,432,http://www.linkedin.com/company/plenty-farms,2013,Food,887,893,155676600,27,"Advanced Materials, Machine Learning, Big Data, Agriculture, Water, Sustainability, Adtech",SoftBank Vision Fund,,,,$941M,https://www.growjo.com/company/Plenty,https://www.indeed.com/jobs?q=company%3A(Plenty),9%,For Contact Direct Phone Numbers and Emails see Lead411
Benson Hill,bensonhill.com,St Louis,MO,United States,318,http://www.linkedin.com/company/bensonhill,2012,Food,888,894,35000000,,,,,,,,https://www.growjo.com/company/Benson_Hill,https://www.indeed.com/jobs?q=company%3A(Benson Hill),7%,For Contact Direct Phone Numbers and Emails see Lead411
Benson Hill,bensonhill.com,St Louis,MO,United States,318,http://www.linkedin.com/company/benson-hill,2012,Research,889,895,127030000,38,,,,,756751000,$508M,https://www.growjo.com/company/Benson_Hill,https://www.indeed.com/jobs?q=company%3A(Benson Hill),7%,For Contact Direct Phone Numbers and Emails see Lead411
C3 Industries,c3industries.com,Ann Arbor,MI,United States,203,http://www.linkedin.com/company/c3industries,,Cannabis,890,896,78367500,1,,,,,,$50M,https://www.growjo.com/company/C3_Industries,https://www.indeed.com/jobs?q=company%3A(C3 Industries),39%,For Contact Direct Phone Numbers and Emails see Lead411
Chukchansi Gold,chukchansigold.com,Yosemite Lakes,CA,United States,385,http://www.linkedin.com/company/chukchansi-gold-resort-&-casino,,Casinos,891,897,35000000,1,,,,,,,https://www.growjo.com/company/Chukchansi_Gold,https://www.indeed.com/jobs?q=company%3A(Chukchansi Gold),7%,For Contact Direct Phone Numbers and Emails see Lead411
Align Capital Partners,aligncp.com,Shaker Heights,OH,USA,29,https://www.linkedin.com/company/align-capital-partners,2016,Investments,892,898,5175600,,,,,,,,https://www.growjo.com/company/Align_Capital_Partners,https://www.indeed.com/jobs?q=company%3A(Align Capital Partners),12%,For Contact Direct Phone Numbers and Emails see Lead411
The Sandbox,sandbox.game,San Francisco,CA,USA,508,http://www.linkedin.com/company/thesandbox-game,2018,Entertainment,893,899,160156250,1,,,,,,,https://www.growjo.com/company/The_Sandbox,https://www.indeed.com/jobs?q=company%3A(The Sandbox),291%,For Contact Direct Phone Numbers and Emails see Lead411
Karbon,karbonhq.com,Sausalito,CA,United States,167,http://www.linkedin.com/company/karbonhq,2014,Tech Services,894,901,27278125,1,saas,,,,,$91.8M,https://www.growjo.com/company/Karbon,https://www.indeed.com/jobs?q=company%3A(Karbon),23%,For Contact Direct Phone Numbers and Emails see Lead411
Karbon,karbonhq.com,Sausalito,CA,United States,167,http://www.linkedin.com/company/karbonhq,,Tech Services,895,902,27753000,1,,,,,,,https://www.growjo.com/company/Karbon,https://www.indeed.com/jobs?q=company%3A(Karbon),23%,For Contact Direct Phone Numbers and Emails see Lead411
Redwood Materials,redwoodmaterials.com,Carson City,NV,United States,405,http://www.linkedin.com/company/redwood-materials,,Environmental,896,903,113347500,1,,,,,3700000000,$792M,https://www.growjo.com/company/Redwood_Materials,https://www.indeed.com/jobs?q=company%3A(Redwood Materials),134%,For Contact Direct Phone Numbers and Emails see Lead411
The Mather Group,themathergroup.com,Chicago,IL,United States,150,http://www.linkedin.com/company/themathergroup,2011,Investments,897,904,40451400,1,,,,,,,https://www.growjo.com/company/The_Mather_Group,https://www.indeed.com/jobs?q=company%3A(The Mather Group),8%,For Contact Direct Phone Numbers and Emails see Lead411
InBrace,inbrace.com,Irvine,CA,United States,162,http://www.linkedin.com/company/inbrace,,Medical Equip,898,905,49196000,1,,,,,,,https://www.growjo.com/company/InBrace,https://www.indeed.com/jobs?q=company%3A(InBrace),22%,For Contact Direct Phone Numbers and Emails see Lead411
Stytch,stytch.com,San Francisco,CA,United States,82,http://www.linkedin.com/company/stytch,,Tech Services,899,906,12470000,1,,"Index Ventures, Benchmark, Thrive Capital",,,1000000000,$126.3M,https://www.growjo.com/company/Stytch,https://www.indeed.com/jobs?q=company%3A(Stytch),78%,For Contact Direct Phone Numbers and Emails see Lead411
Fixers,studio.fixersworld.com,London,,UK,80,http://www.linkedin.com/company/easolhq,2018,Tech Services,900,907,12035000,1,,,,,,,https://www.growjo.com/company/Fixers,https://www.indeed.com/jobs?q=company%3A(Fixers),321%,For Contact Direct Phone Numbers and Emails see Lead411
FullStory,fullstory.com,Atlanta,GA,United States,574,http://www.linkedin.com/company/fullstory,2014,Martech,901,908,107213400,1,"Analytics,Customer Support,E-Commerce,Human Resources Hr,Marketing,Marketing Analytics, martech, saas","Google Ventures, Salesforce",,B2B,1800000000,$172.2M,https://www.growjo.com/company/FullStory,https://www.indeed.com/jobs?q=company%3A(FullStory),2%,For Contact Direct Phone Numbers and Emails see Lead411
Vytalize Health,vytalizehealth.com,Hoboken,NJ,USA,230,http://www.linkedin.com/company/vytaliz,2014,Digital Health,902,909,38962000,1,"Healthcare, Medical, Health Care Information Technology, Mobile Health",,,,,,https://www.growjo.com/company/Vytalize_Health,https://www.indeed.com/jobs?q=company%3A(Vytalize Health),164%,For Contact Direct Phone Numbers and Emails see Lead411
FirstClose,firstclose.com,Austin,TX,United States,62,http://www.linkedin.com/company/firstclose,2000,Fintech,903,910,7351500,1,"Banking,Finance",Cypress Growth Capital,,,,$34.7B,https://www.growjo.com/company/FirstClose,https://www.indeed.com/jobs?q=company%3A(FirstClose),77%,For Contact Direct Phone Numbers and Emails see Lead411
48forty Solutions,48forty.com,Alpharetta,GA,United States,744,http://www.linkedin.com/company/48forty,1992,Packaging and Containers Manufacturing,904,911,35000000,,,,,,,,https://www.growjo.com/company/48forty_Solutions,https://www.indeed.com/jobs?q=company%3A(48forty Solutions),19%,For Contact Direct Phone Numbers and Emails see Lead411
Airwavz Solutions,airwavz.com,Charlotte,NC,United States,54,http://www.linkedin.com/company/airwavz-solutions,2013,Telecom,905,912,16116750,1,,,,,,$52.9M,https://www.growjo.com/company/Airwavz_Solutions,https://www.indeed.com/jobs?q=company%3A(Airwavz Solutions),35%,For Contact Direct Phone Numbers and Emails see Lead411
Akeneo,akeneo.com,NANTES,,France,411,http://www.linkedin.com/company/akeneo,2013,eCommerceTech,906,913,76809600,19,saas,,,,,$61.4M,https://www.growjo.com/company/Akeneo,https://www.indeed.com/jobs?q=company%3A(Akeneo),46%,For Contact Direct Phone Numbers and Emails see Lead411
St. Mary's Regional Medical Center,stmarysregional.com,Enid,OK,United States,231,http://www.linkedin.com/company/stmarysregionalmedicalcenter,1915,Hospital/Healthcare,907,914,88506000,1,,,,,,,https://www.growjo.com/company/St._Mary's_Regional_Medical_Center,https://www.indeed.com/jobs?q=company%3A(St. Mary's Regional Medical Center),320%,For Contact Direct Phone Numbers and Emails see Lead411
Alira Health,alirahealth.com,Framingham,MA,United States,583,http://www.linkedin.com/company/alira-health,1999,Consulting,908,915,170992800,5,,,,,,$75M,https://www.growjo.com/company/Alira_Health,https://www.indeed.com/jobs?q=company%3A(Alira Health),29%,For Contact Direct Phone Numbers and Emails see Lead411
SentiLink,sentilink.com,San Francisco,CA,United States,88,http://www.linkedin.com/company/sentilink,,Tech Services,909,916,13340000,1,,,,,,$84M,https://www.growjo.com/company/SentiLink,https://www.indeed.com/jobs?q=company%3A(SentiLink),76%,For Contact Direct Phone Numbers and Emails see Lead411
ASGN Incorporated,asgn.com,Agoura Hills,CA,United States,380,http://www.linkedin.com/company/on-assignment,,Recruiting,910,917,4300000000,1,,,,,6171000000,,https://www.growjo.com/company/ASGN_Incorporated,https://www.indeed.com/jobs?q=company%3A(ASGN Incorporated),2%,For Contact Direct Phone Numbers and Emails see Lead411
Nisos,nisos.com,Washington,DC,United States,102,http://www.linkedin.com/company/nisos,2015,Security,911,918,18618000,1,,,,,,$6M,https://www.growjo.com/company/Nisos,https://www.indeed.com/jobs?q=company%3A(Nisos),76%,For Contact Direct Phone Numbers and Emails see Lead411
Pandion,pandionpro.com,Seattle,WA,United States,83,http://www.linkedin.com/company/pandionpro,2020,Logistics,912,919,26535000,1,,,,,,$34.9M,https://www.growjo.com/company/Pandion,https://www.indeed.com/jobs?q=company%3A(Pandion),118%,For Contact Direct Phone Numbers and Emails see Lead411
